Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,TotalSpent_RM,Num_of_Baskets,Day,Time_Of_The_Day,temp,feelslike,dew,humidity,precip,precipprob,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,buyDrink
3,0,2,16,0,1,0,1,1,6,0,2,0,1,1,0,0,43,8,2,5,2,68,113,60,714,0,0,1,3,55,340,45,24,89,947,27,8,1,1
2,1,2,29,0,2,0,6,2,2,0,11,1,1,2,0,1,8,10,2,2,1,85,143,64,568,0,0,1,3,166,233,21,25,114,366,9,3,1,1
0,1,0,42,1,4,1,1,0,4,0,15,0,1,2,3,0,25,14,2,4,2,17,17,54,1627,23,1,0,3,20,317,51,17,35,0,13,0,3,1
3,1,2,16,0,1,0,8,0,0,1,8,0,1,1,0,1,4,8,0,5,3,30,30,53,1213,0,0,1,3,82,354,51,25,68,0,13,0,1,1
4,1,0,33,0,1,0,10,3,6,0,6,1,0,3,1,1,49,2,0,3,1,9,9,50,1661,106,1,0,3,17,313,59,25,65,0,13,0,3,1
3,1,0,31,0,2,0,0,0,2,1,4,1,2,1,3,0,18,9,1,5,2,38,56,52,1025,0,0,1,3,54,317,51,25,79,605,16,5,1,1
1,0,1,35,0,1,0,10,2,1,0,0,0,0,1,2,1,8,4,0,5,0,96,114,25,93,0,0,1,3,63,339,51,25,88,992,30,8,1,1
0,1,2,24,1,2,1,0,0,6,0,5,0,1,0,3,1,35,1,0,2,2,25,25,61,1585,45,1,0,3,4,328,40,25,70,0,13,0,3,1
3,2,2,30,1,0,0,10,0,3,0,9,1,0,1,2,2,30,7,2,2,0,96,134,44,209,0,0,1,3,45,223,51,25,88,872,25,7,1,1
1,0,0,30,1,0,1,2,0,4,0,13,0,0,1,1,0,36,3,1,1,3,54,76,44,689,0,0,1,3,51,358,54,25,79,0,13,0,1,1
0,0,1,31,1,3,1,0,0,1,0,11,0,0,3,3,0,38,5,2,2,0,87,132,53,384,0,0,1,3,73,278,51,25,88,627,17,5,1,1
3,0,2,41,1,0,0,3,2,6,0,10,1,1,2,1,0,4,1,2,5,0,96,144,53,294,0,0,1,3,146,272,50,25,110,742,21,6,1,1
0,0,2,7,0,1,1,3,0,3,1,4,0,0,3,3,1,36,4,0,5,2,20,20,50,1427,0,0,1,3,22,324,54,25,52,0,13,0,1,1
3,0,0,17,0,1,0,3,0,9,1,8,0,1,2,0,0,10,7,0,5,3,17,17,49,1456,0,0,1,3,53,62,51,25,80,0,13,0,1,1
1,1,1,36,0,0,1,5,0,2,0,14,1,2,0,0,0,46,0,1,1,2,18,18,50,1441,0,0,1,3,25,323,48,21,53,0,13,0,1,0
3,1,1,31,0,1,1,6,0,11,1,9,0,0,2,2,1,43,8,1,5,2,19,19,51,1444,0,0,1,3,53,317,31,25,79,0,13,0,1,1
3,1,2,19,0,1,1,9,3,10,1,0,0,1,1,2,2,43,6,0,6,2,21,21,53,1458,0,0,1,3,25,326,51,25,80,59,1,0,1,1
2,1,1,42,1,4,1,5,0,8,0,10,0,1,0,0,0,26,10,1,4,1,66,103,53,654,0,0,1,3,56,231,51,25,88,6,0,0,1,1
1,1,0,4,2,3,0,8,0,4,0,14,0,1,2,2,0,19,14,1,3,1,40,66,63,1219,0,0,1,3,12,361,51,25,81,0,13,0,1,1
1,1,2,38,1,3,0,0,2,9,0,4,0,0,0,1,0,12,14,2,3,2,19,19,54,1545,0,0,1,3,49,323,24,25,43,0,13,0,1,1
0,1,1,9,0,0,0,4,1,2,0,5,0,0,3,0,0,9,14,2,4,2,77,108,43,364,0,0,1,3,46,174,84,25,89,1014,31,9,1,0
0,1,0,28,1,0,1,3,0,7,0,7,0,1,0,3,0,19,2,2,6,2,25,25,52,1349,0,0,1,3,22,251,51,25,52,0,13,0,1,1
1,1,1,37,0,4,1,10,2,3,0,6,0,1,2,1,1,38,11,1,6,1,65,121,71,913,16,1,0,3,73,321,25,25,61,0,13,0,3,1
2,0,1,32,1,0,0,2,2,0,0,8,1,0,2,3,0,8,12,0,5,2,25,25,52,1342,0,0,1,8,18,10,62,25,86,0,13,0,1,1
1,0,0,24,0,3,0,6,1,11,0,4,1,0,3,0,0,0,8,1,4,2,28,28,63,1543,0,0,1,3,9,19,51,25,53,0,13,0,1,1
0,0,2,31,1,4,0,7,1,7,1,6,1,1,3,3,1,44,13,1,4,2,28,28,52,1246,0,0,1,3,61,318,51,25,60,0,13,0,1,1
1,0,1,41,0,0,0,11,2,4,0,1,1,0,0,2,1,32,0,1,5,2,11,11,43,1473,0,0,1,3,18,15,51,25,81,0,13,0,1,1
2,1,0,21,0,1,0,6,0,0,1,5,0,1,2,0,0,28,9,0,2,3,37,59,63,1323,0,0,1,3,19,274,51,25,87,0,13,0,1,1
1,1,1,33,0,2,1,0,1,9,1,4,1,0,0,2,0,21,14,2,3,3,46,58,34,670,0,0,1,3,36,261,51,25,69,0,13,0,1,1
1,1,0,7,0,0,1,6,0,1,0,4,1,0,0,1,1,44,4,1,3,3,28,28,52,1246,0,0,1,3,30,348,51,25,79,0,13,0,1,0
0,0,2,33,2,5,0,1,0,12,2,13,0,1,1,1,0,24,13,2,2,1,48,75,54,894,2,1,0,3,144,120,33,46,12,0,13,0,2,0
2,0,1,21,1,4,0,8,0,10,1,11,1,1,0,3,2,48,14,2,3,2,27,27,53,1329,0,0,1,3,36,169,51,25,87,0,13,0,1,1
0,1,0,1,1,0,0,0,2,0,1,4,0,1,3,3,1,23,14,0,2,2,37,45,32,729,0,0,1,3,47,41,51,25,79,0,13,0,1,1
4,0,1,1,0,0,1,5,1,1,1,15,0,1,0,0,1,6,7,1,4,1,39,59,54,1050,0,0,1,3,54,324,51,25,53,4,0,0,1,1
2,1,1,23,0,0,1,4,1,8,1,10,1,0,3,0,0,37,9,1,5,2,47,60,33,619,0,0,1,3,64,64,51,25,79,0,13,0,1,1
3,1,1,22,0,2,0,1,1,6,1,10,0,0,2,2,1,38,8,1,3,1,71,120,62,699,0,0,1,3,136,268,10,25,105,390,10,3,1,1
1,0,3,14,1,4,0,8,0,9,1,15,1,1,2,3,1,49,14,0,3,2,48,61,33,610,0,0,1,3,46,162,51,25,88,618,17,5,1,1
1,0,2,32,1,2,0,5,1,1,1,13,0,1,2,2,0,13,6,2,2,1,47,74,55,929,0,0,1,3,2,349,31,25,79,0,13,0,1,1
3,0,2,9,1,2,1,8,0,9,1,1,0,0,3,1,1,7,5,0,0,0,50,79,55,865,0,0,1,3,111,121,28,25,75,252,6,2,1,1
1,0,0,18,0,4,0,9,2,10,0,2,0,0,2,3,1,4,10,0,0,2,24,24,60,1585,0,0,1,3,12,346,51,25,68,0,13,0,1,1
1,1,1,5,1,3,1,3,2,6,0,15,1,0,3,1,1,0,6,2,4,3,46,65,45,809,0,0,1,3,52,179,51,25,79,0,13,0,1,1
2,0,1,5,1,4,0,0,1,2,2,3,0,1,1,2,0,4,6,1,1,2,14,14,43,1391,0,0,1,3,30,17,51,25,61,0,13,0,1,1
2,0,1,26,1,2,0,6,0,12,1,15,0,1,0,0,0,9,0,0,0,3,36,51,51,1047,0,0,1,3,109,39,44,25,87,0,13,0,1,1
2,0,0,37,0,4,2,10,2,2,1,7,1,0,0,1,1,27,10,2,3,2,17,17,44,1351,0,0,1,3,36,309,51,25,87,22,1,0,1,1
0,0,0,11,1,3,1,1,2,3,0,14,0,0,0,0,1,36,5,2,3,0,87,134,54,406,0,0,1,3,41,101,51,25,88,869,25,7,1,1
3,0,1,16,1,2,1,7,1,4,0,1,1,0,1,3,0,11,8,2,6,0,86,89,13,58,0,0,1,3,56,58,51,25,88,1039,32,9,1,1
1,0,3,27,0,0,1,5,2,0,0,0,1,0,2,0,1,48,0,1,6,2,37,54,53,1074,0,0,1,3,45,172,51,25,79,7,13,0,4,1
2,0,0,31,1,4,0,0,0,0,1,5,0,1,2,0,0,6,7,2,6,3,9,9,51,1664,0,0,1,3,1,6,38,27,68,0,13,0,1,1
2,1,1,27,0,1,0,1,0,0,1,0,0,0,0,0,0,48,5,0,4,3,6,6,44,1635,0,0,1,3,18,183,40,25,68,0,13,0,1,0
0,1,2,25,1,4,0,9,1,5,0,12,1,0,0,0,0,27,9,1,5,1,77,109,44,400,0,0,1,3,171,260,51,25,88,171,3,1,1,1
2,0,1,39,0,4,1,5,1,4,1,14,1,0,0,0,1,15,11,0,5,0,97,134,43,183,0,0,1,3,62,40,51,25,88,526,14,4,1,0
3,1,1,13,1,1,0,9,2,8,0,9,0,0,3,1,1,25,1,0,4,0,58,92,55,777,0,0,1,3,60,134,51,25,84,417,11,3,1,1
0,1,0,5,1,1,2,3,3,1,0,15,0,1,3,0,0,19,8,1,4,2,66,113,63,788,0,0,1,3,31,356,51,25,88,433,11,3,1,1
2,0,2,42,1,2,1,0,0,0,1,3,0,1,3,2,1,31,4,1,4,1,82,107,35,239,0,0,1,3,84,315,51,25,86,160,3,1,1,1
4,1,2,26,0,1,0,11,3,0,1,12,1,2,1,1,1,23,11,1,0,0,91,137,53,346,0,0,1,3,141,140,51,47,7,1005,30,8,0,1
3,0,0,29,1,2,0,7,2,5,0,5,0,1,0,2,0,29,5,1,3,2,28,28,39,982,0,0,1,3,24,236,51,25,88,663,18,5,1,1
1,0,2,22,0,1,1,3,2,1,1,0,1,1,3,1,0,28,11,2,4,1,44,68,56,1006,0,0,1,3,63,331,51,38,81,7,0,0,0,1
3,0,0,28,0,1,2,9,0,8,0,10,0,1,2,1,0,32,0,2,1,2,37,54,53,1090,0,0,1,3,18,60,51,15,57,273,7,2,1,1
3,0,2,22,1,2,0,1,2,7,0,10,0,1,2,2,0,46,13,1,6,2,67,115,63,774,0,0,1,3,53,63,51,25,88,608,16,5,1,1
0,0,1,9,0,3,1,9,2,9,1,2,0,0,1,1,0,4,10,0,3,2,27,27,53,1316,0,0,1,3,4,361,51,25,88,263,6,2,1,1
2,1,0,13,0,3,0,4,1,4,1,3,1,0,0,3,0,5,7,1,4,1,98,143,51,244,0,0,1,3,80,283,40,23,111,432,11,3,1,1
2,1,0,16,1,4,0,9,0,2,1,0,0,0,0,0,0,25,12,2,3,2,37,53,53,1093,0,0,1,3,36,109,51,25,87,0,13,0,1,1
4,1,2,23,0,1,0,0,0,12,1,0,0,0,1,0,1,3,6,1,2,2,27,27,51,1240,0,0,1,3,54,19,37,25,87,0,13,0,1,1
1,0,1,15,1,1,1,2,0,9,0,13,1,0,3,1,1,39,14,1,1,3,48,67,44,749,0,0,1,3,74,294,51,25,79,0,13,0,1,1
2,0,2,15,1,0,0,9,1,8,0,10,0,0,0,0,0,10,2,2,3,2,16,16,53,1624,0,0,1,3,18,312,51,25,78,0,13,0,1,1
2,0,2,10,0,3,1,3,2,3,0,0,0,1,1,1,1,5,1,1,6,0,86,132,54,409,0,0,1,3,160,312,51,25,88,582,16,4,1,1
3,0,1,23,1,3,1,5,1,7,1,8,1,0,3,2,1,2,6,0,3,1,66,113,64,803,0,0,1,3,124,269,51,25,87,141,3,1,1,1
0,1,1,13,1,1,1,8,1,5,0,8,1,0,1,3,1,9,14,2,6,2,27,27,62,1542,0,0,1,3,9,12,51,25,25,80,1,0,1,1
3,0,0,22,1,4,0,3,3,10,1,13,0,1,0,1,0,27,0,1,1,0,68,129,73,895,0,0,1,3,71,173,51,33,53,629,17,5,0,1
2,1,1,37,1,3,1,2,2,2,1,3,1,1,1,1,1,6,14,0,1,2,67,94,42,479,0,0,1,3,26,4,51,25,88,821,23,6,1,1
1,1,3,14,0,2,0,11,2,0,0,8,0,0,3,1,0,22,6,2,4,1,18,18,53,1539,0,0,1,3,36,208,51,40,35,5,0,0,0,1
0,0,0,38,1,4,0,9,2,8,0,11,0,1,0,0,0,8,11,0,6,3,28,28,63,1549,0,0,1,3,8,28,51,25,43,0,13,0,1,0
1,0,3,38,1,4,0,3,2,6,0,14,1,1,0,2,0,39,5,1,6,2,17,17,47,1389,0,0,1,3,6,62,61,25,68,331,8,2,1,1
3,0,2,9,1,3,0,7,2,12,1,5,1,1,3,3,0,33,13,2,0,2,18,18,48,1412,55,1,0,3,37,106,61,25,62,0,13,0,3,1
4,0,0,34,1,0,0,8,0,10,1,0,0,1,2,0,1,4,12,2,0,2,27,27,43,1087,0,0,1,3,18,62,51,25,37,56,1,0,1,0
2,0,0,40,1,1,0,5,1,2,0,13,0,1,1,3,1,0,0,1,4,1,35,54,63,1378,77,1,0,3,36,184,36,25,60,0,13,0,3,1
4,1,0,20,1,0,1,0,0,10,1,8,1,1,0,2,1,47,3,0,5,3,20,20,52,1448,0,0,1,3,25,60,74,25,60,0,13,0,1,1
3,1,1,32,1,1,1,1,0,9,1,12,0,1,2,1,1,1,10,0,4,2,27,27,17,609,0,0,1,3,11,9,51,25,79,93,1,0,1,0
0,1,1,30,1,3,1,6,0,4,1,5,0,0,2,3,1,13,3,0,5,2,29,29,51,1202,0,0,1,3,38,331,63,22,61,0,13,0,1,1
0,0,0,36,0,2,0,7,2,4,0,1,0,0,1,0,1,47,5,1,1,0,48,74,53,879,0,0,1,3,39,62,51,42,69,962,28,8,0,1
2,1,0,1,1,0,0,5,0,10,0,7,0,0,0,1,0,23,0,1,5,2,78,91,22,159,0,0,1,3,104,62,82,25,110,1055,33,9,1,1
3,0,1,37,0,0,0,8,2,0,1,14,1,1,0,2,0,32,7,0,2,3,14,14,51,1609,0,0,1,3,24,20,55,25,77,0,13,0,1,1
0,0,1,12,1,2,1,5,0,6,1,4,0,0,1,2,0,18,12,1,0,2,37,37,7,259,0,0,1,3,88,33,72,21,88,0,13,0,1,1
3,2,2,35,1,4,0,9,1,3,0,2,0,1,3,1,0,32,9,2,5,3,47,80,63,1098,0,0,1,3,53,90,51,26,12,0,13,0,1,1
1,2,3,34,1,4,0,9,0,9,1,15,1,0,0,1,0,16,14,0,2,3,37,49,44,907,0,0,1,3,109,40,51,25,87,0,13,0,1,1
1,2,2,38,1,1,1,0,0,1,1,4,1,2,1,0,0,10,12,1,2,2,16,16,59,1665,0,0,1,3,20,266,18,34,33,0,13,0,0,1
1,0,0,23,0,1,0,5,1,7,1,14,0,0,3,2,0,41,12,1,1,0,106,144,41,112,0,0,1,3,57,143,51,25,88,1057,33,9,1,1
4,0,2,36,0,1,0,8,0,5,0,0,0,1,1,2,0,13,7,1,4,3,17,17,53,1582,0,0,1,3,74,360,51,25,78,0,13,0,1,0
2,0,0,18,1,4,0,6,0,10,1,0,0,0,2,3,0,20,4,1,2,2,75,115,53,550,0,0,1,3,67,150,52,25,92,450,12,3,1,1
3,0,2,34,1,0,1,10,1,1,1,4,0,0,3,0,0,34,5,2,0,0,66,94,44,540,0,0,1,3,34,50,51,25,88,523,14,4,1,1
3,0,0,28,0,0,1,4,2,8,0,10,0,0,0,1,1,38,9,2,6,2,47,60,34,635,0,0,1,3,21,54,51,25,88,661,18,5,1,1
3,1,2,41,1,2,0,0,0,6,0,4,0,0,3,2,1,23,1,1,6,2,8,8,32,1273,0,0,1,3,20,339,51,25,79,0,13,0,1,0
0,1,0,22,1,0,1,8,2,4,2,11,1,0,2,2,1,40,12,2,6,2,37,49,43,890,0,0,1,3,36,283,51,25,88,524,14,4,1,1
0,0,0,32,0,0,0,3,2,10,0,13,0,0,1,2,1,39,0,1,2,1,103,152,51,187,0,0,1,3,86,230,20,25,111,416,11,3,1,1
1,1,0,14,0,3,1,3,2,2,1,5,1,1,2,2,1,32,14,0,1,2,17,17,52,1539,0,0,1,3,2,349,51,25,61,0,13,0,1,1
3,0,0,36,1,4,1,11,2,3,2,15,0,1,3,1,1,48,14,1,3,2,87,122,44,288,0,0,1,3,54,179,51,25,88,846,24,7,1,1
1,0,0,25,0,3,0,6,0,5,1,6,0,0,2,3,1,30,4,2,1,2,41,60,52,986,0,0,1,3,45,145,97,25,99,965,28,8,1,0
1,0,0,12,0,1,2,4,2,11,1,15,1,1,3,0,0,39,10,2,0,2,24,24,53,1400,0,0,1,3,6,336,51,25,75,0,13,0,1,0
1,0,2,26,0,4,1,4,1,4,1,5,1,0,2,3,1,7,3,1,4,3,28,28,44,1073,0,0,1,3,7,7,51,25,88,0,13,0,1,0
3,1,0,9,1,4,0,9,1,11,1,9,1,0,0,1,1,19,8,2,3,0,106,138,35,95,0,0,1,3,95,69,31,22,113,203,4,1,1,1
2,0,1,7,1,0,1,5,2,7,0,2,0,0,1,3,0,5,9,2,1,2,18,18,52,1529,0,0,1,3,18,47,61,25,60,0,13,0,1,1
2,0,2,34,1,0,0,10,1,4,0,13,0,1,2,3,1,14,10,0,6,2,25,25,51,1307,0,0,1,3,0,0,47,25,53,0,13,0,1,1
3,1,3,1,0,1,1,4,2,11,1,12,1,0,2,1,0,41,7,1,6,2,17,17,53,1582,0,0,1,3,34,276,51,25,70,0,13,0,1,1
3,0,2,32,0,1,1,8,2,4,1,5,0,0,3,1,0,13,8,2,4,1,49,63,34,607,0,0,1,3,60,331,51,25,88,130,2,1,1,0
4,2,1,22,0,1,0,1,0,7,1,13,1,1,2,3,1,35,5,0,3,2,81,156,75,773,0,0,1,3,69,326,51,25,88,774,22,6,1,1
2,1,2,11,1,3,0,9,2,8,1,10,0,2,2,0,1,23,10,0,6,2,57,81,44,655,0,0,1,3,57,160,51,25,88,762,21,6,1,1
0,0,2,14,1,3,0,10,0,6,1,6,0,1,3,1,1,49,11,2,0,1,16,16,53,1611,0,0,1,3,22,103,51,42,83,2,0,0,0,1
2,1,0,22,0,1,0,11,0,9,1,0,1,1,2,0,0,39,7,0,5,1,47,83,67,1175,0,0,1,3,33,71,51,32,6,0,13,0,0,1
0,1,1,30,0,3,1,5,1,11,0,1,0,0,3,2,0,32,9,1,5,1,86,130,53,408,0,0,1,3,127,260,51,25,88,168,3,1,1,0
0,1,3,22,1,2,0,8,3,12,1,13,1,1,2,2,1,6,3,2,3,2,27,27,53,1320,0,0,1,3,54,217,51,25,87,0,13,0,1,0
0,0,2,23,0,4,1,1,1,11,1,7,1,0,1,2,0,10,10,2,6,0,87,96,18,77,0,0,1,3,58,31,51,25,88,1072,34,9,1,1
2,0,2,5,0,3,1,2,1,4,1,1,1,0,2,1,1,18,6,1,2,2,18,18,62,1671,0,0,1,3,16,28,51,25,52,0,13,0,1,1
0,1,2,35,0,1,0,9,0,12,1,0,0,1,1,3,0,44,4,1,3,2,57,98,63,911,0,0,1,3,37,322,51,25,88,621,17,5,1,1
3,1,2,28,0,4,0,10,2,1,0,13,0,1,1,3,0,28,6,2,1,0,96,146,54,316,0,0,1,3,58,212,51,25,88,615,17,5,1,1
0,1,2,40,1,3,0,0,2,6,0,12,1,0,1,3,0,48,4,2,6,2,8,8,32,1281,0,0,1,3,19,337,51,25,79,0,13,0,1,1
2,1,0,28,0,5,0,6,0,10,1,13,1,1,2,1,0,30,13,0,2,3,37,59,63,1323,0,0,1,3,19,274,51,25,87,0,13,0,1,1
2,0,2,27,0,1,0,1,0,10,1,0,0,1,3,3,0,27,5,1,4,2,15,15,51,1584,75,1,0,3,53,30,32,25,78,0,13,0,3,1
2,1,2,28,1,2,0,6,2,1,1,9,1,1,1,2,1,40,6,0,3,3,18,18,53,1557,0,0,1,3,25,117,51,25,69,0,13,0,1,1
0,0,2,17,0,3,1,3,0,1,0,0,0,0,3,1,0,2,10,2,5,3,28,28,63,1556,0,0,1,3,44,278,77,25,51,0,13,0,1,1
3,0,0,12,0,3,0,1,0,8,0,5,0,0,2,0,1,42,1,2,2,0,104,148,46,155,0,0,1,3,74,156,53,25,111,646,18,5,1,1
1,0,3,22,1,4,0,1,0,7,0,0,0,1,0,3,0,8,11,2,2,0,47,81,63,1082,0,0,1,3,75,264,51,25,69,304,7,2,1,0
0,1,2,10,1,0,1,8,1,11,0,0,1,1,0,2,1,49,7,2,4,2,28,28,60,1444,0,0,1,3,38,349,40,25,70,0,13,0,1,1
3,0,1,27,1,2,0,4,1,3,0,10,0,1,2,0,0,48,0,0,1,2,36,43,32,740,0,0,1,3,57,315,51,25,88,505,13,4,1,1
4,2,1,31,0,2,1,5,0,7,0,15,0,1,0,0,0,22,5,0,1,2,24,24,43,1155,0,0,1,3,36,331,51,25,81,0,13,0,1,1
3,0,0,32,0,2,0,7,2,10,0,7,1,0,3,2,0,24,13,1,6,0,86,132,54,409,0,0,1,3,160,312,51,25,88,582,16,4,1,0
3,1,2,0,0,4,0,5,1,3,1,11,0,1,2,1,0,16,3,0,2,2,16,16,62,1678,0,0,1,3,18,160,51,42,22,0,13,0,0,1
0,1,1,9,0,4,1,7,2,0,1,3,0,1,1,0,0,11,3,1,1,2,18,18,52,1508,0,0,1,3,7,7,51,25,60,0,13,0,1,0
4,0,2,18,0,1,0,8,2,0,0,0,0,1,2,2,0,17,12,2,1,1,57,109,73,1099,0,0,1,3,53,323,51,25,88,7,0,0,1,1
2,1,1,0,0,4,0,2,3,7,1,5,1,1,2,0,0,23,2,1,6,2,9,9,52,1669,0,0,1,3,4,338,51,25,53,0,13,0,1,1
4,1,2,3,1,0,0,2,0,12,1,3,0,1,3,3,2,11,0,2,1,2,18,18,53,1539,0,0,1,3,16,361,51,25,61,0,13,0,1,1
0,0,1,0,1,1,1,2,2,2,1,5,1,0,1,1,1,35,1,0,1,1,36,52,53,1105,0,0,1,3,39,219,51,25,88,82,1,0,1,1
3,1,1,3,1,4,0,2,1,3,0,8,0,1,1,1,1,45,7,1,3,1,96,133,44,214,0,0,1,3,60,76,51,25,88,78,1,0,1,1
2,1,2,5,1,0,1,5,0,10,1,11,0,1,2,2,1,22,7,2,5,3,54,70,35,577,0,0,1,3,58,63,66,25,88,0,13,0,1,1
1,0,2,24,1,0,1,2,0,5,0,4,0,1,2,2,1,15,9,0,1,0,87,135,55,425,0,0,1,3,105,272,51,25,88,539,14,4,1,1
0,1,2,14,1,4,1,6,2,4,0,15,1,0,1,3,0,21,2,1,5,3,27,27,60,1478,0,0,1,3,49,334,51,25,61,0,13,0,1,1
0,0,1,15,1,1,0,7,0,9,0,7,1,1,2,3,1,22,1,1,0,0,56,95,61,877,46,1,0,3,91,176,44,42,79,806,23,6,2,1
0,0,3,21,0,1,0,8,0,12,1,0,0,1,3,2,0,17,8,1,2,2,27,27,44,1097,0,0,1,3,74,100,51,26,12,29,1,0,1,1
1,0,3,30,1,1,0,5,3,3,2,7,0,0,0,2,1,34,4,2,4,2,34,48,52,1123,0,0,1,3,15,19,38,25,88,0,13,0,1,1
3,0,2,22,1,2,0,5,0,8,2,11,1,0,1,3,0,17,12,1,3,2,27,27,53,1329,0,0,1,3,36,169,51,25,87,0,13,0,1,1
3,0,1,16,0,1,1,11,0,9,2,11,0,1,1,0,0,9,8,2,4,0,91,126,43,237,0,0,1,3,101,174,51,25,30,771,22,6,1,1
2,0,1,28,1,4,2,8,0,10,2,11,1,2,0,1,0,19,11,0,3,2,65,118,67,831,0,0,1,3,76,321,53,11,94,710,19,5,1,1
0,1,1,17,0,1,0,9,0,10,1,0,0,1,0,3,2,28,3,2,2,2,31,31,53,1196,0,0,1,3,40,360,51,25,69,0,13,0,1,0
2,0,1,42,0,0,1,2,0,2,0,8,1,1,1,2,1,35,0,0,5,1,47,80,63,1089,0,0,1,3,0,0,51,25,79,0,13,0,1,0
3,0,2,6,0,4,0,8,0,8,0,14,1,0,2,3,2,37,10,1,3,2,28,28,38,958,0,0,1,3,26,232,51,25,88,696,19,5,1,1
1,1,0,1,1,1,1,0,2,9,0,6,0,0,2,1,1,48,13,2,1,2,9,9,32,1238,0,0,1,3,26,5,51,25,52,0,13,0,1,1
1,1,1,19,0,4,1,4,0,9,0,2,0,1,0,3,0,13,12,2,2,0,68,115,62,738,0,0,1,3,142,223,51,25,88,650,18,5,1,1
1,1,1,15,0,4,1,5,1,9,1,13,1,1,0,3,0,36,7,0,6,1,76,97,33,273,0,0,1,3,92,250,40,23,112,431,11,3,1,0
2,0,1,25,0,2,0,8,0,10,1,7,0,1,1,1,0,27,10,1,0,3,36,48,44,949,0,0,1,3,34,308,51,25,88,0,13,0,1,1
2,0,1,22,1,1,0,2,2,12,1,15,0,1,1,3,0,18,9,0,6,2,8,8,32,1268,0,0,1,3,16,28,51,25,88,86,1,0,1,1
3,0,1,33,1,0,0,9,0,0,1,4,1,1,2,3,1,15,12,2,5,2,17,17,44,1351,0,0,1,3,48,314,51,25,79,72,1,0,1,0
1,0,1,32,0,4,1,8,2,10,0,10,0,0,1,0,0,44,10,2,0,0,96,146,54,317,0,0,1,3,59,325,51,25,88,879,25,7,1,1
0,0,1,35,1,0,1,5,2,9,1,14,1,0,1,3,1,45,8,1,0,2,17,17,53,1582,0,0,1,3,6,4,51,25,51,0,13,0,1,1
1,0,2,35,0,0,1,2,0,6,0,5,1,1,2,0,1,23,0,2,2,3,28,28,63,1536,0,0,1,3,23,346,51,25,52,0,13,0,1,1
2,2,0,17,0,1,0,8,3,3,2,3,0,1,2,1,0,16,2,2,0,0,42,63,53,988,0,0,1,3,96,227,51,25,85,619,17,5,1,1
0,1,0,26,1,2,1,8,1,12,0,8,0,1,1,0,1,24,12,0,5,1,30,30,42,984,0,0,1,3,120,198,51,25,87,133,2,1,1,1
3,0,2,3,0,4,1,1,2,6,1,8,0,1,2,1,0,40,7,2,5,0,87,146,64,535,0,0,1,3,148,232,51,25,88,701,19,5,1,1
2,0,0,29,0,0,0,7,2,2,0,10,0,1,1,1,1,31,13,1,2,2,76,117,53,531,0,0,1,3,71,302,51,25,88,554,15,4,1,1
1,2,0,16,1,2,1,10,2,3,1,9,0,1,1,1,1,22,5,2,1,2,17,17,53,1582,0,0,1,3,54,305,51,25,75,0,13,0,1,0
2,0,1,25,0,1,0,3,0,9,1,12,1,1,2,2,0,3,8,1,5,3,37,55,55,1125,0,0,1,3,91,63,41,25,88,0,13,0,1,1
2,0,2,25,1,4,1,2,2,1,0,11,1,0,3,0,0,28,10,0,5,2,38,56,52,1025,0,0,1,3,54,317,51,25,79,605,16,5,1,1
1,0,0,34,1,0,0,9,1,4,1,12,1,1,1,2,1,49,6,2,0,0,77,109,44,395,0,0,1,3,38,15,51,25,88,1013,31,9,1,1
3,1,1,15,0,1,1,8,2,8,1,12,0,1,3,2,1,41,2,1,4,2,68,108,55,664,0,0,1,3,90,313,65,25,111,865,25,7,1,1
3,1,3,31,1,3,2,6,2,5,1,12,0,0,1,1,1,38,14,0,0,2,36,52,54,1143,0,0,1,3,103,197,51,25,76,697,19,5,1,1
2,2,2,17,0,1,0,3,0,5,1,8,0,0,0,1,1,40,7,1,3,2,65,114,65,815,0,0,1,3,76,322,50,10,89,732,20,6,1,1
2,0,2,4,1,0,1,10,1,5,0,5,1,0,1,2,1,2,4,2,6,3,47,60,34,635,0,0,1,3,33,255,51,25,88,0,13,0,1,1
0,1,2,15,0,2,0,6,0,4,1,12,1,0,1,2,1,3,13,2,2,1,20,20,44,1247,68,1,0,3,38,253,57,25,70,0,13,0,3,1
1,1,0,36,0,1,0,11,1,6,1,6,1,0,0,0,0,28,12,2,3,2,27,27,53,1320,0,0,1,3,54,217,51,25,87,0,13,0,1,1
3,0,1,31,0,2,0,10,1,3,1,5,0,0,1,1,0,0,0,2,0,3,18,18,43,1277,0,0,1,3,56,318,51,25,79,0,13,0,1,1
3,0,1,11,1,0,0,1,2,12,2,6,1,1,2,2,1,0,12,0,5,3,47,80,63,1089,0,0,1,3,17,294,51,25,60,0,13,0,1,1
3,1,0,32,1,4,0,3,0,7,1,7,0,0,2,2,1,35,2,1,3,3,46,71,53,924,0,0,1,3,73,308,51,25,79,0,13,0,1,1
